asin,imUrl,labels_qty,overall,text
0002315963,http://ecx.images-amazon.com/images/I/41THTQX34YL.jpg,7.0,4.25,"[['poster', 'purple', 'horse like mammal', 'graphic design', 'font', 'advertising', 'graphics']]"
0002310899,http://ecx.images-amazon.com/images/I/41S8HFJ2HYL.jpg,10.0,4.666666666666667,"[['poster', 'text', 'font', 'graphic design', 'illustration', 'advertising', 'brand', 'wing', 'aviation', 'graphics']]"
0002550296,http://ecx.images-amazon.com/images/I/51GNSGJ110L.jpg,3.0,5.0,"[['food', 'cuisine', 'buffet']]"
0002311216,http://ecx.images-amazon.com/images/I/21nsasmPMwL.jpg,8.0,3.6666666666666665,"[['text', 'font', 'product', 'area', 'label', 'signage', 'sign', 'brand']]"
0002318075,http://ecx.images-amazon.com/images/I/41Z3DDQFH6L.jpg,8.0,3.75,"[['poster', 'text', 'font', 'film', 'advertising', 'graphic design', 'graphics', 'brand']]"
0002554755,http://ecx.images-amazon.com/images/I/518DW2HJ4KL.jpg,6.0,5.0,"[['dish', 'food', 'cuisine', 'dessert', 'recipe', 'breakfast']]"
000255383X,http://ecx.images-amazon.com/images/I/61HMJ7ZQEDL.jpg,6.0,5.0,"[['text', 'tree', 'advertising', 'font', 'history', 'grass']]"
0002550938,http://ecx.images-amazon.com/images/I/51EEWScJ7vL.jpg,5.0,5.0,"[['text', 'poster', 'font', 'advertising', 'film']]"
0002570130,http://ecx.images-amazon.com/images/I/517Y7WKZPGL.jpg,4.0,5.0,"[['headgear', 'font', 'advertising', 'hair accessory']]"
0002551543,http://ecx.images-amazon.com/images/I/518ZEDZG0RL.jpg,10.0,5.0,"[['home', 'yard', 'garden', 'backyard', 'table', 'outdoor structure', 'floristry', 'courtyard', 'flower', 'porch']]"
0002555328,http://ecx.images-amazon.com/images/I/41GRC6hrz%2BL.jpg,5.0,4.0,"[['poster', 'gentleman', 'portrait', 'film', 'album cover']]"
0002555166,http://ecx.images-amazon.com/images/I/41fxCgrZNGL.jpg,5.0,5.0,"[['font', 'product design', 'material', 'floor', 'angle']]"
0002713624,http://ecx.images-amazon.com/images/I/51dGBgG2APL.jpg,7.0,5.0,"[['horse', 'horse like mammal', 'painting', 'stallion', 'pack animal', 'mustang horse', 'condottiere']]"
0002726874,http://ecx.images-amazon.com/images/I/41FRF54J73L.jpg,7.0,4.4,"[['film', 'poster', 'chin', 'facial hair', 'album cover', 'action film', 'font']]"
0002740427,http://ecx.images-amazon.com/images/I/41TSM92VPBL.jpg,7.0,4.0,"[['poster', 'text', 'album cover', 'film', 'gentleman', 'font', 'portrait']]"
0002318652,http://ecx.images-amazon.com/images/I/51EG2VWSPAL.jpg,5.0,4.0,"[['poster', 'advertising', 'graphic design', 'film', 'font']]"
0002727463,http://ecx.images-amazon.com/images/I/41s8NLDsLzL.jpg,6.0,4.5,"[['text', 'sky', 'poster', 'book', 'font', 'advertising']]"
0004126483,http://ecx.images-amazon.com/images/I/91pyrQTNbkL.jpg,3.0,5.0,"[['font', 'book', 'brand']]"
0004723724,http://ecx.images-amazon.com/images/I/41x15xiIDKL.jpg,8.0,2.0,"[['poster', 'album cover', 'film', 'retro style', 'font', 'book', 'album', 'vintage clothing']]"
000612609X,http://ecx.images-amazon.com/images/I/51yXhiWcwLL.jpg,5.0,4.75,"[['poster', 'viking', 'gladiator', 'fiction', 'illustration']]"
0006137741,http://ecx.images-amazon.com/images/I/41FV1AET8QL.jpg,4.0,5.0,"[['poster', 'vintage clothing', 'pattern', 'middle ages']]"
0006128513,http://ecx.images-amazon.com/images/I/51sstoAdeqL.jpg,6.0,4.0,"[['text', 'poster', 'advertising', 'book', 'film', 'novel']]"
0006145388,http://ecx.images-amazon.com/images/I/51mFWB6izzL.jpg,10.0,5.0,"[['text', 'woman', 'person', 'cartoon', 'art', 'human behavior', 'comics', 'male', 'emotion', 'black and white']]"
0006158056,http://ecx.images-amazon.com/images/I/511PJ4QQV5L.jpg,4.0,5.0,"[['text', 'font', 'poster', 'advertising']]"
0006135129,http://ecx.images-amazon.com/images/I/51%2B3ro9OLKL.jpg,4.0,4.666666666666667,"[['water', 'poster', 'advertising', 'font']]"
0006162649,http://ecx.images-amazon.com/images/I/41R0B424ZJL.jpg,6.0,4.2,"[['product', 'font', 'poster', 'product', 'brand', 'advertising']]"
0006171044,http://ecx.images-amazon.com/images/I/31IdkfEwGTL.jpg,5.0,5.0,"[['poster', 'font', 'film', 'book', 'fiction']]"
000615591X,http://ecx.images-amazon.com/images/I/515CQ85CXBL.jpg,4.0,4.0,"[['text', 'font', 'poster', 'book']]"
0006144470,http://ecx.images-amazon.com/images/I/51DYoR-ppPL._SL500_.jpg,5.0,5.0,"[['text', 'poster', 'organism', 'human behavior', 'mythology']]"
000616174X,http://ecx.images-amazon.com/images/I/516Q9RS149L.jpg,10.0,4.0,"[['green', 'poster', 'text', 'advertising', 'font', 'tree', 'illustration', 'graphic design', 'fiction', 'book']]"
0006178979,http://ecx.images-amazon.com/images/I/5190EE4dpuL.jpg,8.0,4.333333333333333,"[['poster', 'text', 'art', 'album cover', 'modern art', 'religion', 'painting', 'film']]"
0006176909,http://ecx.images-amazon.com/images/I/71IaEyKyapL.jpg,6.0,4.0,"[['text', 'font', 'poster', 'advertising', 'book', 'brand']]"
0006176550,http://ecx.images-amazon.com/images/I/51Q9D7FQ3ML.jpg,1.0,3.0,[['poster']]
000616823X,http://ecx.images-amazon.com/images/I/51QNC6GC2ZL.jpg,9.0,3.827586206896552,"[['poster', 'text', 'font', 'phenomenon', 'film', 'advertising', 'graphic design', 'graphics', 'darkness']]"
0006175015,http://ecx.images-amazon.com/images/I/41rLB80OnRL.jpg,7.0,4.75,"[['text', 'font', 'poster', 'film', 'book', 'brand', 'advertising']]"
0006281486,http://ecx.images-amazon.com/images/I/416SBRR09TL.jpg,6.0,5.0,"[['leaf', 'text', 'maple leaf', 'tree', 'plant', 'font']]"
0006281052,http://ecx.images-amazon.com/images/I/31uqqYwoYbL.jpg,10.0,4.5,"[['green', 'eye', 'text', 'eyebrow', 'eyelash', 'font', 'close up', 'body jewelry', 'organ', 'product']]"
0006170072,http://ecx.images-amazon.com/images/I/91DsbmS4MTL.jpg,7.0,4.5,"[['text', 'book', 'painting', 'advertising', 'paint', 'watercolor paint', 'novel']]"
0006275192,http://ecx.images-amazon.com/images/I/41DpQi-teSL.jpg,5.0,5.0,"[['text', 'yellow', 'font', 'poster', 'book']]"
0006162592,http://ecx.images-amazon.com/images/I/31sgqQkrklL.jpg,8.0,5.0,"[['mode of transport', 'text', 'poster', 'font', 'advertising', 'film', 'watercraft', 'brand']]"
0006280862,http://ecx.images-amazon.com/images/I/51P2vfpHUSL.jpg,5.0,5.0,"[['text', 'font', 'advertising', 'graphic design', 'brand']]"
0006371949,http://ecx.images-amazon.com/images/I/41%2BOClYkCYL.jpg,5.0,5.0,"[['text', 'poster', 'font', 'book', 'angle']]"
0006353282,http://ecx.images-amazon.com/images/I/41K1B7EG30L.jpg,5.0,4.4,"[['poster', 'film', 'album cover', 'font', 'facial hair']]"
0006393659,http://ecx.images-amazon.com/images/I/41C2M2QXTRL.jpg,4.0,4.0,"[['text', 'font', 'advertising', 'brand']]"
0006472648,http://ecx.images-amazon.com/images/I/51AZJ416CHL.jpg,5.0,2.0,"[['text', 'poster', 'font', 'advertising', 'book']]"
0006470238,http://ecx.images-amazon.com/images/I/51RQ2K0EF2L.jpg,8.0,5.0,"[['poster', 'advertising', 'film', 'font', 'action film', 'graphic design', 'graphics', 'space']]"
000647019X,http://ecx.images-amazon.com/images/I/51P7APHTASL.jpg,10.0,5.0,"[['yellow', 'poster', 'text', 'graphic design', 'font', 'advertising', 'graphics', 'space', 'fiction', 'computer wallpaper']]"
0006388515,http://ecx.images-amazon.com/images/I/51GDCCTQDDL.jpg,4.0,5.0,"[['text', 'poster', 'advertising', 'font']]"
0006479677,http://ecx.images-amazon.com/images/I/51FBdohq1eL.jpg,6.0,4.5,"[['text', 'purple', 'advertising', 'font', 'poster', 'graphic design']]"
000639325X,http://ecx.images-amazon.com/images/I/41APXQN7GAL.jpg,8.0,4.666666666666667,"[['text', 'font', 'poster', 'brand', 'graphics', 'logo', 'advertising', 'computer wallpaper']]"
0006476058,http://ecx.images-amazon.com/images/I/51N05S5226L.jpg,1.0,4.25,[['book']]
0006479758,http://ecx.images-amazon.com/images/I/515MJH0XCCL.jpg,4.0,4.25,"[['text', 'font', 'advertising', 'poster']]"
0006393195,http://ecx.images-amazon.com/images/I/517HAPNJN2L.jpg,8.0,3.8,"[['green', 'text', 'font', 'advertising', 'tree', 'grass', 'pattern', 'symbol']]"
0006392202,http://ecx.images-amazon.com/images/I/41GR6W1C04L.jpg,5.0,1.0,"[['product', 'font', 'advertising', 'film', 'brand']]"
000648204X,http://ecx.images-amazon.com/images/I/41FZ48PG1ZL.jpg,7.0,4.5,"[['poster', 'film', 'advertising', 'font', 'darkness', 'midnight', 'album cover']]"
0006479901,http://ecx.images-amazon.com/images/I/71E7MiW1apL.jpg,4.0,3.6666666666666665,"[['poster', 'font', 'advertising', 'film']]"
0006476155,http://ecx.images-amazon.com/images/I/71FgMjrMt9L.jpg,4.0,4.354166666666667,"[['text', 'font', 'poster', 'advertising']]"
0006493599,http://ecx.images-amazon.com/images/I/51J4QDMX2SL.jpg,7.0,4.666666666666667,"[['film', 'poster', 'album cover', 'religion', 'book', 'sky', 'novel']]"
0006473407,http://ecx.images-amazon.com/images/I/91qw2DWDwaL.jpg,2.0,4.0,"[['art', 'painting']]"
0006477097,http://ecx.images-amazon.com/images/I/516YJMA8kgL.jpg,5.0,5.0,"[['film', 'book', 'advertising', 'photo caption', 'font']]"
0006497802,http://ecx.images-amazon.com/images/I/51MQVBZXBEL.jpg,9.0,4.5,"[['nature', 'text', 'tree', 'poster', 'advertising', 'organism', 'font', 'water', 'book']]"
000649692X,http://ecx.images-amazon.com/images/I/51BFXYJQKQL.jpg,5.0,4.5,"[['poster', 'art', 'painting', 'advertising', 'arch']]"
0006498000,http://ecx.images-amazon.com/images/I/5117uimBnoL.jpg,6.0,4.473684210526316,"[['poster', 'font', 'film', 'advertising', 'book', 'brand']]"
000649885X,http://ecx.images-amazon.com/images/I/6161dsnKaaL.jpg,6.0,3.6666666666666665,"[['text', 'poster', 'font', 'advertising', 'illustration', 'book']]"
0006496911,http://ecx.images-amazon.com/images/I/51hhgEvDudL.jpg,6.0,5.0,"[['text', 'pink', 'poster', 'font', 'advertising', 'book']]"
0006513778,http://ecx.images-amazon.com/images/I/71nM2YRWSjL.jpg,6.0,5.0,"[['text', 'orange', 'font', 'poster', 'advertising', 'graphic design']]"
0006485944,http://ecx.images-amazon.com/images/I/512WMEZXG6L.jpg,9.0,4.470588235294118,"[['moths and butterflies', 'butterfly', 'invertebrate', 'insect', 'pollinator', 'organism', 'poster', 'font', 'symmetry']]"
0006498604,http://ecx.images-amazon.com/images/I/41NF3ZJ51XL.jpg,7.0,5.0,"[['text', 'gentleman', 'poster', 'film', 'book', 'font', 'photo caption']]"
0006512666,http://ecx.images-amazon.com/images/I/413Q-gphrBL.jpg,10.0,1.5,"[['blue', 'font', 'text', 'aqua', 'product', 'product', 'turquoise', 'pattern', 'circle', 'design']]"
0006514219,http://ecx.images-amazon.com/images/I/71NkkYdXfIL.jpg,5.0,1.5,"[['text', 'font', 'poster', 'brand', 'girl']]"
000649319X,http://ecx.images-amazon.com/images/I/4170RWKJZTL.jpg,6.0,5.0,"[['black and white', 'history', 'monochrome photography', 'monochrome', 'building', 'font']]"
0006499163,http://ecx.images-amazon.com/images/I/51x80Bg7J6L.jpg,10.0,4.625,"[['text', 'poster', 'sailing ship', 'watercraft', 'watercolor paint', 'painting', 'font', 'ship', 'stock photography', 'advertising']]"
0006514006,http://ecx.images-amazon.com/images/I/51BLEBMtJ6L.jpg,2.0,4.545454545454546,"[['poster', 'font']]"
0006530702,http://ecx.images-amazon.com/images/I/51SGRQ3JA2L.jpg,3.0,4.125,"[['advertising', 'poster', 'vehicle']]"
0006514642,http://ecx.images-amazon.com/images/I/71kjauoivNL.jpg,3.0,3.4,"[['font', 'book', 'heat']]"
0006499317,http://ecx.images-amazon.com/images/I/91540vzdOyL.jpg,5.0,5.0,"[['text', 'poster', 'font', 'advertising', 'book']]"
0006530699,http://ecx.images-amazon.com/images/I/71CX1GaqbrL.jpg,6.0,3.6666666666666665,"[['text', 'font', 'line', 'area', 'product', 'brand']]"
0006514952,http://ecx.images-amazon.com/images/I/514EFJXVS6L.jpg,10.0,4.6923076923076925,"[['butterfly', 'text', 'moths and butterflies', 'poster', 'pollinator', 'advertising', 'font', 'invertebrate', 'graphics', 'illustration']]"
0006499708,http://ecx.images-amazon.com/images/I/518SPB30HGL.jpg,3.0,4.5,"[['film', 'poster', 'pattern']]"
0006514359,http://ecx.images-amazon.com/images/I/51HiXotpl7L.jpg,9.0,1.0,"[['text', 'font', 'poster', 'advertising', 'product', 'graphic design', 'film', 'graphics', 'brand']]"
0006547192,http://ecx.images-amazon.com/images/I/51QVV54TKRL.jpg,4.0,4.5,"[['poster', 'advertising', 'art', 'album cover']]"
0006544150,http://ecx.images-amazon.com/images/I/51AqNbu3YqL.jpg,10.0,5.0,"[['pink', 'text', 'purple', 'poster', 'magenta', 'font', 'advertising', 'book', 'illustration', 'graphic design']]"
0006547133,http://ecx.images-amazon.com/images/I/71nSgiQpRqL.jpg,3.0,5.0,"[['text', 'pink', 'font']]"
0006550339,http://ecx.images-amazon.com/images/I/51DAKVG4Q5L.jpg,9.0,4.2727272727272725,"[['poster', 'watercraft', 'sailing ship', 'boat', 'advertising', 'ship', 'naval architecture', 'film', 'caravel']]"
0006531237,http://ecx.images-amazon.com/images/I/51KK-derf6L.jpg,6.0,5.0,"[['text', 'poster', 'font', 'illustration', 'graphic design', 'advertising']]"
0006482791,http://ecx.images-amazon.com/images/I/41iFBv1sD%2BL.jpg,10.0,5.0,"[['nature', 'sky', 'landmark', 'poster', 'phenomenon', 'advertising', 'biome', 'grass', 'computer wallpaper', 'tree']]"
0006511252,http://ecx.images-amazon.com/images/I/51KtTo%2Bja2L.jpg,2.0,4.416666666666667,"[['poster', 'advertising']]"
0006514774,http://ecx.images-amazon.com/images/I/417ZCGADKWL.jpg,6.0,4.5,"[['text', 'poster', 'album cover', 'font', 'film', 'advertising']]"
0006551386,http://ecx.images-amazon.com/images/I/71PTeo16OsL.jpg,10.0,4.2,"[['poster', 'text', 'advertising', 'graphic design', 'font', 'organism', 'illustration', 'graphics', 'water', 'visual arts']]"
0006551807,http://ecx.images-amazon.com/images/I/71DK3%2BMPneL.jpg,5.0,4.166666666666667,"[['text', 'font', 'advertising', 'poster', 'book']]"
0006544894,http://ecx.images-amazon.com/images/I/519lGmyN4IL.jpg,4.0,5.0,"[['poster', 'font', 'label', 'human behavior']]"
0006754708,http://ecx.images-amazon.com/images/I/51E67BG9T8L.jpg,10.0,5.0,"[['horse', 'mammal', 'mane', 'horse like mammal', 'mustang horse', 'pony', 'stallion', 'livestock', 'snout', 'organism']]"
0007100450,http://ecx.images-amazon.com/images/I/51C0AJ2QAVL.jpg,9.0,3.0,"[['poster', 'film', 'comic book', 'comics', 'book', 'album cover', 'fiction', 'novel', 'advertising']]"
0007101880,http://ecx.images-amazon.com/images/I/21HDCBWJBXL.jpg,5.0,3.5,"[['text', 'poster', 'font', 'fictional character', 'film']]"
0006499945,http://ecx.images-amazon.com/images/I/510D493S6DL.jpg,6.0,4.0,"[['text', 'font', 'darkness', 'midnight', 'graphics', 'brand']]"
0007101082,http://ecx.images-amazon.com/images/I/51Ca2VqL3xL.jpg,,4.5,
0007103417,http://ecx.images-amazon.com/images/I/51zwZ4VM28L.jpg,8.0,4.666666666666667,"[['text', 'font', 'line', 'area', 'brand', 'advertising', 'logo', 'musical instrument accessory']]"
0007104065,http://ecx.images-amazon.com/images/I/51r9u5mbfQL.jpg,6.0,5.0,"[['text', 'font', 'product', 'advertising', 'brand', 'book']]"
0006751032,http://ecx.images-amazon.com/images/I/719jsfbcgJL.jpg,9.0,5.0,"[['mammal', 'fauna', 'cat like mammal', 'wildlife', 'lion', 'organism', 'font', 'carnivoran', 'big cats']]"
0007101112,http://ecx.images-amazon.com/images/I/51NNi5JTOcL.jpg,3.0,4.0,"[['font', 'poster', 'graphics']]"
0006550436,http://ecx.images-amazon.com/images/I/514QpHx5Y4L.jpg,5.0,4.0,"[['pink', 'text', 'font', 'petal', 'product']]"
0007107927,http://ecx.images-amazon.com/images/I/71q3yJ4TDlL.jpg,9.0,4.2631578947368425,"[['text', 'font', 'product', 'line', 'area', 'product', 'brand', 'organization', 'paper']]"
0007101147,http://ecx.images-amazon.com/images/I/51h1gmXqQ6L.jpg,5.0,5.0,"[['organism', 'water', 'tree', 'fiction', 'font']]"
0007114222,http://ecx.images-amazon.com/images/I/51KX4KNT2XL.jpg,7.0,5.0,"[['poster', 'mammal', 'advertising', 'film', 'font', 'illustration', 'book']]"
0007111347,http://ecx.images-amazon.com/images/I/41YATB2CJYL.jpg,10.0,5.0,"[['purple', 'text', 'poster', 'sky', 'atmosphere', 'phenomenon', 'sea', 'font', 'calm', 'film']]"
0007112521,http://ecx.images-amazon.com/images/I/5171WHY6Z4L.jpg,5.0,4.0,"[['poster', 'advertising', 'mythology', 'religion', 'font']]"
0007107951,http://ecx.images-amazon.com/images/I/51v%2BuHKHLrL.jpg,2.0,5.0,"[['book', 'font']]"
0007106246,http://ecx.images-amazon.com/images/I/61C00K0FXPL.jpg,9.0,5.0,"[['cartoon', 'vertebrate', 'illustration', 'fiction', 'advertising', 'recreation', 'chicken', 'bird', 'rooster']]"
0007113080,http://ecx.images-amazon.com/images/I/51K57YDJESL.jpg,4.0,4.4,"[['poster', 'mythology', 'film', 'religion']]"
0007115865,http://ecx.images-amazon.com/images/I/31NC4X83Z3L.jpg,10.0,4.133333333333334,"[['blue', 'text', 'font', 'sky', 'product', 'line', 'logo', 'graphics', 'brand', 'computer wallpaper']]"
0007118937,http://ecx.images-amazon.com/images/I/51475YEBJBL.jpg,10.0,5.0,"[['skin', 'beauty', 'cheek', 'chin', 'lip', 'poster', 'font', 'eyelash', 'hair coloring', 'jaw']]"
0007118481,http://ecx.images-amazon.com/images/I/81y-yeepPLL.jpg,9.0,5.0,"[['poster', 'album cover', 'graphic design', 'black and white', 'font', 'fictional character', 'advertising', 'graphics', 'illustration']]"
0007119267,http://ecx.images-amazon.com/images/I/51KV1rObouL.jpg,8.0,4.25,"[['text', 'font', 'poster', 'calligraphy', 'art', 'illustration', 'advertising', 'graphic design']]"
0007121121,http://ecx.images-amazon.com/images/I/516molDmSsL.jpg,6.0,4.5,"[['glass bottle', 'poster', 'font', 'bottle', 'label', 'calligraphy']]"
0007119070,http://ecx.images-amazon.com/images/I/31K4Y1YCJ3L.jpg,5.0,5.0,"[['text', 'font', 'product', 'picture frame', 'paper']]"
000712113X,http://ecx.images-amazon.com/images/I/516x6P5KuvL.jpg,5.0,4.0,"[['text', 'poster', 'font', 'advertising', 'graphic design']]"
0007120222,http://ecx.images-amazon.com/images/I/51l8jm0dppL.jpg,7.0,4.5,"[['text', 'poster', 'font', 'advertising', 'history', 'film', 'book']]"
0007111509,http://ecx.images-amazon.com/images/I/71-4NgVqFKL.jpg,7.0,3.8,"[['games', 'text', 'font', 'dice game', 'casino', 'recreation', 'dice']]"
0007124015,http://ecx.images-amazon.com/images/I/510DQ2D1RJL.jpg,2.0,4.8102189781021885,"[['product', 'font']]"
0007116055,http://ecx.images-amazon.com/images/I/51ty2Oy4R0L.jpg,6.0,4.4,"[['text', 'purple', 'font', 'phenomenon', 'poster', 'album cover']]"
0007127251,http://ecx.images-amazon.com/images/I/21J8KDJVR6L.jpg,4.0,4.0,"[['text', 'font', 'poster', 'advertising']]"
000712774X,http://ecx.images-amazon.com/images/I/318B1G2FBGL.jpg,9.0,4.636363636363637,"[['blue', 'text', 'font', 'logo', 'product', 'computer wallpaper', 'graphics', 'brand', 'sky']]"
0007113633,http://ecx.images-amazon.com/images/I/51CECNQ134L.jpg,10.0,4.0,"[['airplane', 'aircraft', 'military aircraft', 'propeller driven aircraft', 'aviation', 'fighter aircraft', 'submarine chaser', 'bomber', 'air force', 'rocket powered aircraft']]"
0007120699,http://ecx.images-amazon.com/images/I/51pA5MqoVyL.jpg,8.0,4.4444444444444455,"[['blue', 'text', 'font', 'calligraphy', 'poster', 'handwriting', 'advertising', 'product']]"
0007126409,http://ecx.images-amazon.com/images/I/41tKKJmvWyL.jpg,7.0,4.0,"[['text', 'water', 'font', 'sky', 'energy', 'computer wallpaper', 'graphics']]"
0007111444,http://ecx.images-amazon.com/images/I/51MK4JVTXZL.jpg,10.0,5.0,"[['motor vehicle', 'cartoon', 'mode of transport', 'text', 'toy', 'vehicle', 'car', 'product', 'play vehicle', 'illustration']]"
000712693X,http://ecx.images-amazon.com/images/I/41tBB-ptOOL.jpg,5.0,5.0,"[['text', 'poster', 'font', 'history', 'book']]"
0007127871,http://ecx.images-amazon.com/images/I/51ymBxOOrUL.jpg,9.0,4.0,"[['poster', 'font', 'earth', 'graphic design', 'graphics', 'space', 'universe', 'planet', 'computer wallpaper']]"
0007133103,http://ecx.images-amazon.com/images/I/51-ryd1EKOL.jpg,5.0,5.0,"[['text', 'bead', 'jewelry making', 'font', 'jewellery']]"
0007118899,http://ecx.images-amazon.com/images/I/51bzksedPeL.jpg,9.0,4.521739130434782,"[['face', 'beauty', 'text', 'poster', 'font', 'smile', 'hair coloring', 'girl', 'advertising']]"
0007137508,http://ecx.images-amazon.com/images/I/51pvNDN1t3L.jpg,9.0,4.0,"[['poster', 'film', 'forehead', 'chin', 'album cover', 'cheek', 'photo caption', 'font', 'portrait']]"
0007138873,http://ecx.images-amazon.com/images/I/51ZRMHXBC2L.jpg,10.0,5.0,"[['yellow', 'album cover', 'art', 'picture frame', 'portrait', 'painting', 'poster', 'modern art', 'album', 'elder']]"
0007136838,http://ecx.images-amazon.com/images/I/51ZL%2BXmDT3L.jpg,4.0,4.258064516129032,"[['text', 'font', 'poster', 'calligraphy']]"
000713326X,http://ecx.images-amazon.com/images/I/516%2BxqzWJDL.jpg,10.0,4.2,"[['flower', 'flowering plant', 'purple', 'flora', 'violet', 'flower arranging', 'plant', 'floristry', 'floral design', 'petal']]"
0007137516,http://ecx.images-amazon.com/images/I/41CPT2EYYVL.jpg,4.0,4.0,"[['poster', 'film', 'gentleman', 'font']]"
0007145160,http://ecx.images-amazon.com/images/I/41cXArHlJRL.jpg,1.0,4.333333333333333,[['figurine']]
0007145411,http://ecx.images-amazon.com/images/I/51LN2bSh2YL.jpg,10.0,5.0,"[['flower', 'flora', 'text', 'herbal', 'herbalism', 'plant', 'font', 'organism', 'flowering plant', 'herb']]"
0007145187,http://ecx.images-amazon.com/images/I/514VbmIUv5L.jpg,10.0,4.333333333333333,"[['flora', 'herbal', 'herbalism', 'flower', 'food', 'tree', 'font', 'product', 'produce', 'herb']]"
